disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change,severity_impact
Port Congestion,Pharmaceuticals,1,South America,Small,1,3,34.5,157736.08,Alternative Supplier,1,22,186,1,103.5
Geopolitical,Pharmaceuticals,1,Asia-Pacific,Medium,0,2,17.9,1172958.0,Inventory Buffer,14,19,37,0,35.8
Natural Disaster,Electronics,3,Africa/Middle East,Medium,0,3,47.7,1851663.41,Inventory Buffer,3,71,240,0,143.10000000000002
Port Congestion,Automotive,1,Asia-Pacific,Small,0,1,1.0,10000.0,Production Reroute,6,20,27,0,1.0
Labor Strike,Automotive,4,Europe,Large,0,3,23.7,2996480.78,Production Reroute,13,43,100,0,71.1
Natural Disaster,Consumer Goods,3,Europe,Large,0,3,36.0,6733885.82,Inventory Buffer,6,122,166,0,108.0
Cyber Attack,Automotive,1,Europe,Large,0,3,58.9,33527786.84,Inventory Buffer,12,20,43,0,176.7
Natural Disaster,Automotive,2,North America,Large,1,2,47.5,38060976.7,Production Reroute,6,13,24,0,95.0
Port Congestion,Aerospace,2,North America,Small,0,1,8.8,50491.05,Production Reroute,4,11,85,1,8.8
Cyber Attack,Consumer Goods,1,Asia-Pacific,Small,1,2,41.7,190344.76,Alternative Supplier,1,7,12,0,83.4
Geopolitical,Automotive,1,Africa/Middle East,Small,1,2,32.3,1117797.72,Alternative Supplier,1,5,58,0,64.6
Natural Disaster,Pharmaceuticals,1,Europe,Large,0,5,86.5,7027254.24,Production Reroute,16,46,135,0,432.5
Natural Disaster,Electronics,1,Asia-Pacific,Large,1,3,53.6,16591141.71,Alternative Supplier,1,36,178,0,160.8
Geopolitical,Electronics,3,Europe,Large,0,3,27.5,2966794.34,Inventory Buffer,1,13,192,0,82.5
Natural Disaster,Electronics,1,North America,Large,1,3,45.6,2477934.36,Alternative Supplier,1,3,53,0,136.8
Port Congestion,Automotive,1,Europe,Medium,1,1,23.6,3661407.62,Inventory Buffer,1,3,11,1,23.6
Natural Disaster,Aerospace,4,South America,Small,1,3,16.4,1440270.46,Customer Delay,3,49,114,0,49.199999999999996
Labor Strike,Automotive,3,Asia-Pacific,Small,0,2,18.6,151200.29,Alternative Supplier,2,21,54,1,37.2
Cyber Attack,Automotive,3,Asia-Pacific,Small,1,3,40.5,740164.1,Alternative Supplier,1,35,73,0,121.5
Port Congestion,Electronics,3,Asia-Pacific,Large,1,3,61.5,2048280.84,Alternative Supplier,1,34,45,1,184.5
Port Congestion,Automotive,2,Asia-Pacific,Medium,1,3,45.7,4818539.69,Customer Delay,1,98,130,0,137.10000000000002
Geopolitical,Electronics,2,North America,Large,0,3,51.0,2237946.42,Alternative Supplier,9,25,91,1,153.0
Port Congestion,Automotive,3,Europe,Medium,0,2,25.8,2348561.55,Customer Delay,8,46,53,0,51.6
Labor Strike,Pharmaceuticals,1,North America,Medium,1,1,14.9,1078303.35,Production Reroute,2,12,42,0,14.9
Factory Incident,Automotive,2,Europe,Small,0,2,37.6,293157.83,Combined Strategy,1,42,63,1,75.2
Natural Disaster,Aerospace,3,Europe,Medium,1,3,31.5,2293785.25,Inventory Buffer,1,7,76,0,94.5
Cyber Attack,Automotive,1,Europe,Medium,0,5,80.1,1397642.49,Combined Strategy,1,3,137,1,400.5
Factory Incident,Automotive,1,Asia-Pacific,Small,1,1,8.4,241515.32,Alternative Supplier,1,9,34,0,8.4
Geopolitical,Automotive,4,Africa/Middle East,Large,0,3,15.4,764723.75,Combined Strategy,4,30,96,1,46.2
Factory Incident,Electronics,3,Asia-Pacific,Small,0,1,13.2,227244.73,Production Reroute,30,27,48,0,13.2
Factory Incident,Consumer Goods,2,North America,Small,0,3,46.9,183789.29,Production Reroute,24,44,71,1,140.7
Port Congestion,Pharmaceuticals,1,Asia-Pacific,Large,1,3,47.2,18049330.54,Customer Delay,5,12,102,1,141.60000000000002
Port Congestion,Consumer Goods,4,Europe,Large,0,1,3.5,201611.74,Inventory Buffer,9,9,60,0,3.5
Port Congestion,Pharmaceuticals,1,Asia-Pacific,Small,1,2,33.2,567345.7,Inventory Buffer,1,22,31,0,66.4
Natural Disaster,Automotive,1,Europe,Small,0,3,42.3,219283.5,Inventory Buffer,9,50,233,0,126.89999999999999
Factory Incident,Automotive,2,South America,Large,0,1,20.7,5814499.83,Alternative Supplier,1,4,59,1,20.7
Labor Strike,Electronics,1,Asia-Pacific,Medium,1,3,58.0,331445.22,Alternative Supplier,1,54,120,0,174.0
Natural Disaster,Aerospace,2,Africa/Middle East,Medium,1,3,46.1,3128036.33,Alternative Supplier,1,17,131,0,138.3
Geopolitical,Electronics,2,North America,Medium,0,3,24.4,516163.98,Combined Strategy,8,24,60,1,73.19999999999999
Port Congestion,Consumer Goods,3,Asia-Pacific,Small,0,1,15.8,38074.76,Production Reroute,8,5,33,0,15.8
Natural Disaster,Automotive,2,South America,Medium,0,2,2.9,136052.09,Combined Strategy,4,39,87,0,5.8
Labor Strike,Pharmaceuticals,3,Africa/Middle East,Large,1,1,13.6,2077004.89,Alternative Supplier,4,13,20,0,13.6
Geopolitical,Electronics,1,Asia-Pacific,Medium,0,2,18.9,69468.65,Alternative Supplier,1,14,39,1,37.8
Natural Disaster,Automotive,1,Europe,Small,0,1,26.5,117254.55,Production Reroute,18,8,13,0,26.5
Geopolitical,Automotive,3,North America,Medium,0,4,51.4,1040621.85,Combined Strategy,12,82,192,0,205.6
Cyber Attack,Electronics,3,Africa/Middle East,Large,1,3,36.3,7410348.83,Production Reroute,1,16,57,0,108.89999999999999
Port Congestion,Consumer Goods,2,Europe,Large,0,2,33.8,5519905.42,Inventory Buffer,4,3,40,0,67.6
Cyber Attack,Pharmaceuticals,1,Europe,Large,0,3,58.9,5147858.29,Production Reroute,1,13,134,1,176.7
Labor Strike,Electronics,2,South America,Small,0,3,46.5,221937.04,Customer Delay,9,86,119,0,139.5
Natural Disaster,Consumer Goods,1,Asia-Pacific,Medium,1,3,43.5,590968.7,Alternative Supplier,2,6,11,0,130.5
Labor Strike,Automotive,3,North America,Medium,1,3,40.5,844641.29,Alternative Supplier,6,72,86,0,121.5
Labor Strike,Electronics,1,Asia-Pacific,Large,1,1,10.7,1491069.33,Alternative Supplier,1,6,16,0,10.7
Port Congestion,Pharmaceuticals,1,Europe,Large,1,3,55.2,13101209.56,Inventory Buffer,1,10,77,1,165.60000000000002
Natural Disaster,Pharmaceuticals,2,North America,Medium,1,4,57.7,468028.58,Alternative Supplier,8,80,85,0,230.8
Labor Strike,Electronics,2,Europe,Medium,0,3,48.7,987450.56,Combined Strategy,2,7,29,0,146.10000000000002
Geopolitical,Electronics,3,South America,Medium,1,1,7.7,73354.56,Alternative Supplier,6,3,36,0,7.7
Geopolitical,Automotive,3,Europe,Large,1,1,10.3,381977.21,Alternative Supplier,1,13,25,0,10.3
Port Congestion,Automotive,1,Europe,Large,0,4,54.9,8913109.18,Production Reroute,1,28,33,0,219.6
Labor Strike,Aerospace,3,North America,Large,1,3,32.9,4519355.89,Customer Delay,1,8,42,0,98.69999999999999
Factory Incident,Electronics,1,Asia-Pacific,Small,1,1,7.9,143228.68,Alternative Supplier,1,15,36,0,7.9
Factory Incident,Automotive,2,Asia-Pacific,Small,1,3,30.4,107824.19,Inventory Buffer,2,51,64,0,91.19999999999999
Labor Strike,Electronics,1,North America,Small,1,2,39.1,452298.81,Combined Strategy,1,36,45,1,78.2
Port Congestion,Electronics,4,North America,Medium,0,1,16.1,541717.08,Customer Delay,2,11,59,0,16.1
Cyber Attack,Aerospace,3,Europe,Medium,0,2,20.6,2367531.96,Alternative Supplier,24,4,17,0,41.2
Cyber Attack,Consumer Goods,1,North America,Small,0,1,13.0,165680.99,Production Reroute,4,7,18,1,13.0
Port Congestion,Aerospace,1,Europe,Medium,0,2,31.3,2433664.0,Customer Delay,4,7,37,0,62.6
Geopolitical,Automotive,3,Africa/Middle East,Medium,0,4,53.2,1761428.28,Combined Strategy,35,48,85,1,212.8
Port Congestion,Automotive,3,Asia-Pacific,Large,1,1,1.0,48948.95,Alternative Supplier,1,5,18,0,1.0
Factory Incident,Electronics,2,Europe,Large,1,3,62.3,3323750.93,Alternative Supplier,1,7,64,0,186.89999999999998
Geopolitical,Automotive,2,Europe,Medium,0,4,46.1,2672653.93,Production Reroute,2,47,118,0,184.4
Port Congestion,Aerospace,1,Asia-Pacific,Medium,0,1,28.1,5880782.14,Production Reroute,5,5,48,0,28.1
Natural Disaster,Automotive,4,Asia-Pacific,Medium,1,4,14.6,117433.37,Combined Strategy,1,30,162,1,58.4
Cyber Attack,Automotive,3,Asia-Pacific,Small,0,1,11.1,185022.78,Inventory Buffer,1,9,39,1,11.1
Labor Strike,Electronics,1,South America,Small,1,1,30.4,133432.24,Alternative Supplier,1,18,26,0,30.4
Port Congestion,Pharmaceuticals,1,Africa/Middle East,Medium,0,3,60.7,3390750.49,Customer Delay,2,31,54,0,182.10000000000002
Port Congestion,Electronics,1,South America,Medium,1,1,1.0,66256.08,Alternative Supplier,3,16,34,0,1.0
Cyber Attack,Automotive,3,North America,Medium,0,3,5.5,188778.24,Customer Delay,3,45,156,0,16.5
Port Congestion,Consumer Goods,2,Europe,Medium,1,3,26.5,505731.92,Alternative Supplier,1,21,63,0,79.5
Port Congestion,Aerospace,1,Europe,Medium,1,2,35.2,2833879.78,Alternative Supplier,2,15,33,0,70.4
Natural Disaster,Consumer Goods,2,North America,Small,0,3,48.4,170515.61,Inventory Buffer,1,11,78,1,145.2
Labor Strike,Consumer Goods,2,Africa/Middle East,Medium,1,3,49.2,775946.24,Alternative Supplier,2,68,134,0,147.60000000000002
Geopolitical,Consumer Goods,2,Europe,Medium,1,1,1.0,31233.04,Alternative Supplier,2,10,15,0,1.0
Port Congestion,Consumer Goods,3,Europe,Small,1,1,2.5,20812.89,Inventory Buffer,1,7,31,0,2.5
Labor Strike,Consumer Goods,2,North America,Small,0,3,38.9,41220.66,Customer Delay,1,56,105,0,116.69999999999999
Port Congestion,Automotive,2,Asia-Pacific,Medium,1,1,9.9,868470.12,Customer Delay,1,5,10,0,9.9
Natural Disaster,Automotive,2,Asia-Pacific,Large,0,3,56.2,13904649.98,Inventory Buffer,1,14,186,0,168.60000000000002
Natural Disaster,Automotive,3,Asia-Pacific,Small,0,2,13.4,127693.6,Customer Delay,3,46,75,1,26.8
Port Congestion,Pharmaceuticals,4,Asia-Pacific,Small,0,1,1.0,10000.0,Production Reroute,9,44,57,0,1.0
Natural Disaster,Automotive,1,Asia-Pacific,Small,1,3,52.2,182853.78,Alternative Supplier,1,11,71,0,156.60000000000002
Natural Disaster,Automotive,3,Asia-Pacific,Medium,1,4,33.6,274500.53,Alternative Supplier,1,59,126,1,134.4
Natural Disaster,Automotive,3,Europe,Medium,1,2,31.2,1289032.28,Alternative Supplier,1,14,42,0,62.4
Cyber Attack,Automotive,2,Africa/Middle East,Small,0,2,21.5,297073.53,Inventory Buffer,6,11,86,0,43.0
Port Congestion,Pharmaceuticals,2,North America,Small,0,2,16.3,592030.56,Inventory Buffer,2,4,17,0,32.6
Factory Incident,Automotive,1,North America,Small,1,2,31.4,468053.28,Alternative Supplier,1,16,24,0,62.8
Geopolitical,Consumer Goods,2,Europe,Medium,1,2,23.7,271640.33,Inventory Buffer,1,26,38,0,47.4
Factory Incident,Aerospace,4,Asia-Pacific,Small,0,2,1.7,142651.66,Combined Strategy,1,33,124,1,3.4
Port Congestion,Electronics,3,Europe,Medium,0,3,34.4,955907.34,Customer Delay,8,106,202,1,103.19999999999999
Port Congestion,Electronics,1,South America,Medium,0,2,19.6,391829.35,Production Reroute,2,62,68,1,39.2
Geopolitical,Electronics,1,North America,Medium,0,2,22.6,881429.31,Inventory Buffer,1,25,112,0,45.2
Geopolitical,Pharmaceuticals,1,South America,Medium,0,1,19.3,777997.38,Inventory Buffer,2,6,17,0,19.3
Natural Disaster,Aerospace,1,Asia-Pacific,Medium,1,3,59.9,13948956.05,Customer Delay,1,50,144,1,179.7
Port Congestion,Automotive,4,Asia-Pacific,Medium,0,3,22.6,494405.07,Production Reroute,1,9,53,0,67.80000000000001
Port Congestion,Aerospace,3,Asia-Pacific,Large,0,2,20.6,4356845.66,Customer Delay,3,59,104,0,41.2
Geopolitical,Automotive,3,North America,Medium,1,3,26.4,1936732.9,Alternative Supplier,3,13,53,0,79.19999999999999
Natural Disaster,Electronics,1,Asia-Pacific,Medium,0,3,22.4,364602.04,Combined Strategy,1,14,203,0,67.19999999999999
Natural Disaster,Aerospace,3,Asia-Pacific,Medium,1,4,45.6,11291930.11,Alternative Supplier,2,52,77,0,182.4
Cyber Attack,Pharmaceuticals,3,South America,Medium,0,3,39.3,2464152.42,Alternative Supplier,1,7,71,0,117.89999999999999
Geopolitical,Automotive,1,Asia-Pacific,Small,0,2,30.4,715432.0,Inventory Buffer,14,31,38,0,60.8
Port Congestion,Consumer Goods,2,Europe,Medium,1,1,10.2,386117.99,Alternative Supplier,1,7,38,0,10.2
Port Congestion,Pharmaceuticals,3,Asia-Pacific,Medium,0,1,13.1,2206391.44,Production Reroute,4,11,32,1,13.1
Factory Incident,Consumer Goods,1,North America,Medium,0,3,45.0,39682.04,Inventory Buffer,2,23,84,1,135.0
Geopolitical,Automotive,1,Asia-Pacific,Medium,0,1,30.5,4309222.65,Alternative Supplier,11,11,20,0,30.5
Natural Disaster,Consumer Goods,2,Asia-Pacific,Medium,1,4,55.7,631507.46,Alternative Supplier,2,5,53,0,222.8
Port Congestion,Consumer Goods,2,North America,Large,1,2,24.9,4790824.17,Alternative Supplier,4,8,37,0,49.8
Port Congestion,Aerospace,1,Europe,Medium,0,1,24.7,3387815.99,Inventory Buffer,1,14,28,0,24.7
Port Congestion,Electronics,3,Asia-Pacific,Medium,1,2,7.2,501973.37,Alternative Supplier,1,12,37,0,14.4
Labor Strike,Electronics,3,Africa/Middle East,Medium,0,1,8.2,368018.48,Customer Delay,4,34,61,0,8.2
Natural Disaster,Consumer Goods,4,North America,Small,1,4,26.1,184989.7,Combined Strategy,1,21,160,0,104.4
Cyber Attack,Automotive,3,South America,Medium,1,2,26.7,820763.18,Alternative Supplier,1,43,82,1,53.4
Port Congestion,Automotive,3,Asia-Pacific,Medium,1,2,15.4,770274.34,Production Reroute,18,19,24,0,30.8
Geopolitical,Electronics,1,Europe,Small,0,2,54.2,1747400.26,Customer Delay,8,23,49,0,108.4
Cyber Attack,Aerospace,1,North America,Medium,1,2,29.7,3313292.26,Alternative Supplier,1,31,58,0,59.4
Port Congestion,Automotive,4,Asia-Pacific,Small,0,3,23.3,374720.21,Inventory Buffer,1,37,78,1,69.9
Labor Strike,Aerospace,3,South America,Large,1,3,27.1,2974513.63,Alternative Supplier,2,18,37,0,81.30000000000001
Port Congestion,Electronics,1,North America,Small,0,2,31.8,358134.42,Production Reroute,1,4,38,0,63.6
Port Congestion,Pharmaceuticals,2,North America,Large,1,1,10.7,2246351.08,Alternative Supplier,2,3,9,0,10.7
Port Congestion,Electronics,2,Europe,Large,0,3,24.4,743097.7,Inventory Buffer,5,32,50,0,73.19999999999999
Natural Disaster,Consumer Goods,1,Asia-Pacific,Medium,0,3,30.5,392003.06,Alternative Supplier,1,8,83,1,91.5
Factory Incident,Aerospace,1,North America,Medium,0,3,37.7,6815069.97,Customer Delay,2,10,57,0,113.10000000000001
Cyber Attack,Electronics,2,Asia-Pacific,Medium,1,2,53.2,1142352.78,Alternative Supplier,4,8,67,0,106.4
Geopolitical,Automotive,2,North America,Medium,1,3,49.7,1374172.59,Inventory Buffer,2,25,68,1,149.10000000000002
Factory Incident,Automotive,1,South America,Large,1,2,33.5,10084548.24,Alternative Supplier,1,8,19,0,67.0
Factory Incident,Electronics,1,Asia-Pacific,Large,0,2,20.4,2810232.3,Customer Delay,13,14,82,1,40.8
Factory Incident,Automotive,2,South America,Large,1,3,37.9,3180072.21,Alternative Supplier,1,3,137,0,113.69999999999999
Port Congestion,Automotive,1,Asia-Pacific,Medium,1,1,8.3,146490.56,Alternative Supplier,1,11,30,0,8.3
Cyber Attack,Consumer Goods,1,South America,Medium,1,2,37.3,743706.8,Combined Strategy,1,21,27,0,74.6
Geopolitical,Pharmaceuticals,2,Asia-Pacific,Large,1,3,39.1,16812357.4,Alternative Supplier,1,10,84,0,117.30000000000001
Natural Disaster,Electronics,2,North America,Medium,0,4,45.9,2210945.46,Production Reroute,1,48,72,0,183.6
Geopolitical,Automotive,2,Africa/Middle East,Medium,1,3,46.9,1398256.57,Alternative Supplier,2,48,53,0,140.7
Cyber Attack,Automotive,1,Africa/Middle East,Small,0,3,28.0,156275.86,Customer Delay,1,52,79,1,84.0
Port Congestion,Electronics,2,South America,Small,1,1,1.0,14892.82,Alternative Supplier,2,5,10,0,1.0
Geopolitical,Automotive,2,Europe,Small,1,3,23.6,516595.14,Alternative Supplier,3,14,52,0,70.80000000000001
Port Congestion,Automotive,3,Africa/Middle East,Large,0,1,27.7,3011790.11,Customer Delay,1,11,24,0,27.7
Cyber Attack,Automotive,3,Asia-Pacific,Medium,0,3,37.9,2203263.54,Production Reroute,3,11,53,0,113.69999999999999
Port Congestion,Consumer Goods,1,Asia-Pacific,Large,1,1,6.5,366609.36,Alternative Supplier,2,3,20,0,6.5
Cyber Attack,Consumer Goods,1,Europe,Medium,1,3,47.4,1531892.29,Alternative Supplier,4,28,68,0,142.2
Geopolitical,Electronics,2,Asia-Pacific,Medium,0,2,37.2,3519578.39,Inventory Buffer,4,11,51,0,74.4
Port Congestion,Electronics,2,Africa/Middle East,Large,0,3,19.0,1014736.79,Production Reroute,1,13,38,0,57.0
Labor Strike,Electronics,1,South America,Small,1,3,22.0,496641.59,Alternative Supplier,4,38,148,0,66.0
Port Congestion,Pharmaceuticals,3,Europe,Large,1,3,39.1,5680394.77,Alternative Supplier,1,25,66,0,117.30000000000001
Port Congestion,Consumer Goods,4,Europe,Large,0,1,16.9,1579322.64,Production Reroute,7,5,82,0,16.9
Port Congestion,Electronics,3,North America,Large,1,4,43.7,7270601.85,Alternative Supplier,1,22,93,0,174.8
Port Congestion,Automotive,4,Asia-Pacific,Medium,1,1,4.2,52513.23,Alternative Supplier,1,16,26,0,4.2
Geopolitical,Automotive,2,Asia-Pacific,Small,1,2,17.8,851312.02,Alternative Supplier,1,16,39,0,35.6
Labor Strike,Automotive,3,North America,Small,0,1,8.6,59586.97,Inventory Buffer,1,6,39,0,8.6
Cyber Attack,Consumer Goods,1,Europe,Medium,1,3,50.8,984695.41,Alternative Supplier,1,3,61,0,152.39999999999998
Cyber Attack,Electronics,2,Europe,Medium,1,4,41.4,2077433.49,Alternative Supplier,5,30,60,0,165.6
Natural Disaster,Aerospace,1,Asia-Pacific,Medium,1,4,48.8,8480080.81,Alternative Supplier,1,64,96,0,195.2
Geopolitical,Electronics,3,North America,Medium,1,3,26.0,1816647.62,Alternative Supplier,1,8,15,0,78.0
Natural Disaster,Consumer Goods,1,Asia-Pacific,Small,0,3,16.6,79425.47,Combined Strategy,1,74,96,0,49.800000000000004
Port Congestion,Electronics,2,North America,Large,0,3,28.7,3588067.82,Customer Delay,2,100,144,1,86.1
Port Congestion,Consumer Goods,3,North America,Small,0,4,49.0,874856.92,Production Reroute,10,74,208,1,196.0
Geopolitical,Pharmaceuticals,3,Asia-Pacific,Small,1,2,35.5,936394.53,Alternative Supplier,1,10,50,0,71.0
Labor Strike,Automotive,2,North America,Small,1,1,16.9,520603.53,Customer Delay,1,13,23,0,16.9
Port Congestion,Consumer Goods,1,Asia-Pacific,Medium,1,1,15.5,172396.63,Alternative Supplier,3,33,42,0,15.5
Port Congestion,Automotive,3,Asia-Pacific,Medium,1,1,24.8,1270237.69,Alternative Supplier,1,5,32,0,24.8
Labor Strike,Electronics,1,Asia-Pacific,Medium,1,1,25.9,597568.51,Alternative Supplier,1,6,11,1,25.9
Labor Strike,Automotive,2,Africa/Middle East,Medium,0,1,10.8,241874.95,Alternative Supplier,10,11,22,0,10.8
Labor Strike,Electronics,2,Asia-Pacific,Small,0,3,30.0,511182.99,Customer Delay,7,40,76,0,90.0
Geopolitical,Electronics,1,North America,Medium,0,4,46.9,1598778.23,Production Reroute,1,45,62,1,187.6
Labor Strike,Pharmaceuticals,2,Europe,Medium,0,5,69.3,1959854.45,Combined Strategy,4,36,124,1,346.5
Port Congestion,Electronics,3,Asia-Pacific,Medium,1,2,37.4,2679958.29,Production Reroute,4,11,27,0,74.8
Cyber Attack,Pharmaceuticals,1,South America,Medium,1,3,65.9,2666973.28,Alternative Supplier,1,3,55,0,197.70000000000002
Port Congestion,Automotive,3,Europe,Medium,0,1,1.0,68832.1,Inventory Buffer,5,24,88,0,1.0
Port Congestion,Consumer Goods,3,Europe,Medium,1,1,20.8,92413.18,Production Reroute,1,22,31,0,20.8
Geopolitical,Pharmaceuticals,1,Asia-Pacific,Large,0,1,12.1,1972373.95,Production Reroute,6,22,27,0,12.1
Labor Strike,Electronics,1,South America,Large,1,1,25.0,8160152.09,Customer Delay,1,6,15,0,25.0
Natural Disaster,Electronics,3,Europe,Medium,0,4,41.7,550495.86,Production Reroute,2,30,80,0,166.8
Geopolitical,Electronics,3,South America,Medium,0,3,38.2,2464850.84,Production Reroute,3,137,158,0,114.60000000000001
Port Congestion,Consumer Goods,4,Asia-Pacific,Small,0,2,15.3,32428.93,Customer Delay,1,19,68,0,30.6
Cyber Attack,Electronics,2,North America,Medium,1,3,33.8,3026008.74,Inventory Buffer,2,18,28,0,101.39999999999999
Natural Disaster,Consumer Goods,3,Asia-Pacific,Small,1,5,46.3,137357.41,Alternative Supplier,1,94,165,0,231.5
Factory Incident,Consumer Goods,3,Europe,Large,0,3,39.6,1544543.06,Customer Delay,7,75,237,0,118.80000000000001
Port Congestion,Consumer Goods,2,Europe,Small,1,1,28.2,144308.9,Alternative Supplier,1,14,23,0,28.2
Geopolitical,Consumer Goods,1,North America,Small,1,4,62.6,311640.8,Combined Strategy,4,48,84,0,250.4
Labor Strike,Automotive,4,Europe,Medium,0,3,24.5,1366280.68,Production Reroute,8,59,151,1,73.5
Port Congestion,Consumer Goods,2,North America,Large,0,2,6.9,439514.68,Inventory Buffer,8,29,155,1,13.8
Port Congestion,Consumer Goods,1,Africa/Middle East,Large,1,1,8.9,247594.55,Alternative Supplier,3,17,36,0,8.9
Geopolitical,Automotive,2,Europe,Medium,1,1,19.1,678478.95,Alternative Supplier,2,20,30,1,19.1
Factory Incident,Pharmaceuticals,1,Asia-Pacific,Small,1,4,62.1,429888.74,Alternative Supplier,1,76,175,0,248.4
Port Congestion,Electronics,3,Asia-Pacific,Small,1,3,24.2,649125.63,Alternative Supplier,5,12,59,1,72.6
Labor Strike,Automotive,1,Asia-Pacific,Medium,1,1,9.6,628088.91,Alternative Supplier,9,16,38,0,9.6
Natural Disaster,Electronics,3,North America,Small,1,2,19.9,131581.33,Alternative Supplier,1,24,76,0,39.8
Port Congestion,Aerospace,4,Europe,Large,0,4,20.9,12120457.43,Inventory Buffer,10,24,101,1,83.6
Natural Disaster,Consumer Goods,4,North America,Large,1,4,29.8,2001194.23,Alternative Supplier,1,101,106,0,119.2
Port Congestion,Automotive,1,Europe,Small,0,2,32.2,483949.99,Inventory Buffer,15,45,67,1,64.4
Geopolitical,Electronics,3,Asia-Pacific,Medium,0,2,1.0,38285.89,Production Reroute,1,19,124,1,2.0
Cyber Attack,Electronics,2,Africa/Middle East,Medium,0,3,48.5,1835574.8,Inventory Buffer,2,37,180,0,145.5
Factory Incident,Pharmaceuticals,4,Asia-Pacific,Small,0,4,35.7,514306.65,Combined Strategy,1,83,175,1,142.8
Geopolitical,Consumer Goods,3,North America,Medium,0,3,27.7,614523.22,Production Reroute,4,30,98,1,83.1
Natural Disaster,Consumer Goods,1,North America,Large,1,3,54.1,3315036.42,Alternative Supplier,4,19,68,1,162.3
